UCF0pVplsI8R5kcAqgtoRqoA,Popular on YouTube,29799623,0,0,530,187,4EVOO_wuUkM,1933,Novak Djokovic v Rafael Nadal match highlights (Final) | Australian Open 2019,272315
UCF0pVplsI8R5kcAqgtoRqoA,Popular on YouTube,29799623,0,0,205,33,KZZyR3Hm3F0,1142,Naomi Osaka v Petra Kvitova match highlights (F) | Australian Open 2019,184353
UCF0pVplsI8R5kcAqgtoRqoA,Popular on YouTube,29799623,0,0,11654,13320,OfdCigQdkjs,172775,"Dhoni, India seal tense ODI series win | Third Gillette ODI",21643388
UCF0pVplsI8R5kcAqgtoRqoA,Popular on YouTube,29799623,0,0,12,0,NX1jBmNi7wg,70,Mitch Creek | From Horsham to Brooklyn,2888
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,2289,3830,IXgb58TmXRc,1519,Captain Marvel’s Box Office Success Defies Trolls,35200
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,227,240,tHuimdunRKg,522,What Would a Bloodborne Battle Royale Game Even Be Like - IGN Now,21027
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,203,34,a2vFMm6tduM,701,You Can Now Stream Your PS4 Games to iOS Devices - IGN Now,26981
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,442,142,xhLpn2vEoOE,1245,What is Turok and Why Are People Talking About It? - IGN Now,47598
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,675,87,UHrM-oNPrF0,692,That Disc-less Xbox May Be Coming Sooner than We Thought - IGN Now,18596
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,233,36,54hOMUcYXZw,858,"Fallout New Vegas, KOTOR 2 Writer Penning Star Wars Jedi: Fallen Order - IGN Now",27995
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,527,96,zKMiSBiXrcQ,1315,So Borderlands 3 Is Probably Being Announced Real Soon - IGN Now,53850
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,679,93,v8vUqpilPJ8,1589,Overkill's The Walking Dead Console Versions Canceled - IGN Now,74130
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,395,42,oC_CAIIImEE,1035,"Activision, EA CEOs Found to Be Among Most Overpaid in US - IGN Now",29472
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,270,72,_zcV3go4b7c,1906,Remembering Reggie's Best-Ass Moments - IGN Now,42078
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,921,506,Wafu9S8Mjas,3182,Alien: Isolation Digital Series - Episode 1,189941
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,166,105,FEg7YizUCUs,988,Alien: Isolation Digital Series - Episode 2,59157
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,130,83,n_zwEUF7cY8,779,Alien: Isolation Digital Series - Episode 3,45729
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,63,64,wScmgQl3284,719,Alien: Isolation Digital Series - Episode 4,42795
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,54,71,UNkPT3d8B5A,575,Alien: Isolation Digital Series - Episode 5,32866
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,45,50,1kFDbMhk_-w,561,Alien: Isolation Digital Series - Episode 6,31571
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,214,85,IZPCn81bdLE,954,Alien: Isolation Digital Series - Episode 7,36996
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,389,226,3boj1a-cSMw,1073,DICE Awards 2019 - IGN Live,51091
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,96,200,Oz7atowP6bY,954,"DICE Summit 2019 (Sony, Ubisoft, Amy Hennig & Insomniac Keynotes) - IGN Live",57354
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,522,94,3rPBUORHtV8,1199,God of War Wins Game of the Year at the DICE Awards 2019,29067
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,1001,150,3UcDrhWixoc,1362,How Bonnie Ross Is Shaping the Future of Halo - IGN Unfiltered #39,33648
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,177,103,uT6pz3-U7Ew,343,Halo Boss Bonnie Ross Joins the AIAS Hall of Fame - DICE Awards 2019,8128
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,19,24,Tzz4VftkQXs,191,DICE Awards 2019 Opening Sizzle Reel Shows Off 2018’s Biggest Games,9350
UCKy1dAqELo0zrOtPkf0eTMw,IGN,11748117,131830,8750572740,377,68,TLXWUgUVHc0,1220,God of War’s Kratos Wins Best Character - DICE Awards 2019,23830
